Year,SO2,CO,O3,NO,NO2,PM10,PM25
2014,4.875987506889583,0.3189233933400411,49.21991548778247,20.337620184947028,36.26829567027987,19.47633045501868,10.123645048686386
2015,7.43805499418213,0.3806540564690884,48.2107293771817,23.762937105762752,41.01739236940413,22.23975748668014,11.783085308347113
