City,SO2,CO,O3,NO,NO2,PM10,PM25
Madrid,4.875987506889583,0.3189233933400411,49.21991548778247,20.337620184947028,36.26829567027987,19.47633045501868,10.123645048686386
Taiwan,3.8570641190519734,0.37915487782472695,38.363371914997884,38.8304856390471,12.195658031722655,49.52311837834527,27.714618164002694
