City,SO2,CO,O3,NO,NO2,PM10,PM25
Madrid,7.43805499418213,0.3806540564690884,48.2107293771817,23.762937105762752,41.01739236940413,22.23975748668014,11.783085308347113
Taiwan,3.172147712658446,0.29812970788168036,19.53507257027385,37.963316798334255,10.609676036499478,29.27307244779227,11.36689325739482
